1 2 3 1.382 1.382
1 1 3 1.382 1.382
1 4 3 1.554 1.554
1 4 3 1.726 1.726
1 1 3 1.726 1.726
1 4 3 1.899 1.899
1 1 3 2.071 2.071
1 4 3 2.071 2.071
1 4 3 2.244 2.244
1 3 3 2.33 2.33
1 2 3 2.416 2.416
1 1 3 2.416 2.416
1 1 3 2.761 2.761
1 2 3 2.761 2.761
1 3 3 2.933 2.933
1 3 3 3.106 3.106
1 1 3 3.106 3.106
1 3 3 3.278 3.278
1 3 3 3.45 3.45
1 1 3 3.45 3.45
1 4 3 3.709 3.709
1 2 3 3.795 3.795
1 1 3 3.795 3.795
1 4 3 4.14 4.14
1 1 3 4.14 4.14
1 4 3 4.313 4.313
1 3 3 4.485 4.485
1 1 3 4.485 4.485
1 3 3 4.657 4.657
1 4 3 4.83 4.83
1 1 3 4.83 4.83
1 4 3 5.002 5.002
1 3 3 5.088 5.088
1 2 3 5.175 5.175
1 1 3 5.175 5.175
1 2 3 5.519 5.519
1 1 3 5.519 5.519
1 3 3 5.692 5.692
1 3 3 5.864 5.864
1 1 3 5.864 5.864
1 3 3 6.037 6.037
1 3 3 6.209 6.209
1 1 3 6.209 6.209
1 4 3 6.468 6.468
2 1 3 6.554 6.899
2 2 3 6.554 6.899
1 3 3 6.899 6.899
1 4 3 6.899 6.899
1 1 3 7.071 7.071
1 1 3 7.244 7.244
1 4 3 7.244 7.244
1 1 3 7.416 7.416
1 1 3 7.588 7.588
1 4 3 7.588 7.588
1 1 3 7.761 7.761
1 2 3 7.847 7.847
1 3 3 7.933 7.933
1 4 3 7.933 7.933
1 3 3 8.278 8.278
1 4 3 8.278 8.278
1 2 3 8.45 8.45
1 2 3 8.623 8.623
1 4 3 8.623 8.623
1 2 3 8.795 8.795
1 4 3 8.968 8.968
1 2 3 8.968 8.968
1 1 3 9.226 9.226
1 3 3 9.313 9.313
1 4 3 9.313 9.313
1 2 3 9.485 9.485
1 3 3 9.485 9.485
1 4 3 9.657 9.657
1 1 3 9.657 9.657
1 1 3 9.83 9.83
1 2 3 10.002 10.002
1 4 3 10.002 10.002
1 2 3 10.175 10.175
1 1 3 10.347 10.347
1 4 3 10.347 10.347
1 1 3 10.519 10.519
1 2 3 10.606 10.606
1 3 3 10.692 10.692
1 4 3 10.692 10.692
1 1 3 10.778 10.778
1 4 3 10.864 10.864
1 1 3 10.95 10.95
2 3 3 11.037 11.209
2 2 3 11.382 11.554
2 1 3 11.726 11.899
2 2 3 12.071 12.244
2 3 3 12.071 12.244
2 4 3 12.071 12.244
1 2 3 12.416 12.416
1 1 3 12.416 12.416
1 4 3 12.588 12.588
1 2 3 12.761 12.761
1 1 3 12.761 12.761
1 4 3 12.761 12.761
1 4 3 12.933 12.933
1 4 3 13.106 13.106
1 2 3 13.106 13.106
1 1 3 13.106 13.106
1 4 3 13.278 13.278
1 3 3 13.364 13.364
1 2 3 13.45 13.45
1 1 3 13.45 13.45
1 1 3 13.795 13.795
1 2 3 13.795 13.795
1 4 3 13.795 13.795
1 3 3 13.968 13.968
1 2 3 14.14 14.14
1 3 3 14.14 14.14
1 1 3 14.14 14.14
1 3 3 14.313 14.313
1 2 3 14.485 14.485
1 3 3 14.485 14.485
1 1 3 14.485 14.485
1 3 3 14.744 14.744
1 2 3 14.83 14.83
1 1 3 14.83 14.83
1 4 3 15.175 15.175
1 1 3 15.175 15.175
1 2 3 15.175 15.175
1 4 3 15.347 15.347
1 3 3 15.519 15.519
1 2 3 15.519 15.519
1 1 3 15.519 15.519
1 3 3 15.692 15.692
1 4 3 15.864 15.864
1 2 3 15.864 15.864
1 1 3 15.864 15.864
1 4 3 16.037 16.037
1 3 3 16.123 16.123
1 2 3 16.209 16.209
1 1 3 16.209 16.209
1 2 3 16.554 16.554
1 1 3 16.554 16.554
1 4 3 16.554 16.554
1 3 3 16.726 16.726
1 3 3 16.899 16.899
1 2 3 16.899 16.899
1 1 3 16.899 16.899
1 3 3 17.071 17.071
2 4 3 17.244 17.588
2 1 3 17.244 17.588
1 3 3 17.416 17.416
1 2 3 17.502 17.502
1 3 3 17.588 17.588
1 4 3 17.675 17.675
1 2 3 17.761 17.761
1 1 3 17.847 17.847
1 4 3 17.933 17.933
1 3 3 17.933 17.933
1 2 3 17.933 17.933
1 1 3 18.106 18.106
1 1 3 18.278 18.278
1 3 3 18.278 18.278
1 4 3 18.278 18.278
1 1 3 18.45 18.45
1 3 3 18.623 18.623
1 4 3 18.623 18.623
1 1 3 18.623 18.623
1 1 3 18.795 18.795
1 2 3 18.882 18.882
1 3 3 18.968 18.968
1 4 3 18.968 18.968
2 1 3 19.14 19.313
1 4 3 19.313 19.313
1 3 3 19.313 19.313
1 2 3 19.485 19.485
1 3 3 19.657 19.657
1 4 3 19.657 19.657
1 2 3 19.657 19.657
1 2 3 19.83 19.83
1 3 3 20.002 20.002
1 4 3 20.002 20.002
1 2 3 20.002 20.002
1 2 3 20.261 20.261
1 3 3 20.347 20.347
1 4 3 20.347 20.347
1 1 3 20.433 20.433
1 4 3 20.519 20.519
1 1 3 20.606 20.606
1 3 3 20.692 20.692
1 4 3 20.692 20.692
1 2 3 20.778 20.778
1 3 3 20.864 20.864
1 2 3 20.95 20.95
1 1 3 20.95 20.95
1 4 3 21.037 21.037
